job_url;title;company;description;niveau_etudes;niveau_experience;contrat;region;competences;publication_date;via;titre_homogene;secteur;niveau_qualification
;Mobile App and DATA Platform Developer | Benguerir (Maroc);;About UM6P: Located at the heart of the future Green City of Benguerir, Mohammed VI Polytechnic University (UM6P), a higher education institution with an international standard, is established to serve Morocco and the African continent. Its vision is honed...;Bac +5 et plus;De 3 à 5 ans;CDD - Télétravail : Non;;capable of using at least two of the following software to analyse data such as spss, excel, r, python and matlab.;2025-03-24;Rekrute;Développeur Mobile et Plateforme de Données;Informatique;2
;Stage PFE DATA Analyst | Casablanca (Maroc);;Formation approfondie sur l’analyse et la visualisation de données. - Travailler sur des projets stratégiques qui influencent la prise de décision au sein de l’entreprise. - Accès à des outils professionnels...;Bac +5 et plus;Débutant;Stage - Télétravail : Non;;- étudiant(e) en data science, statistiques, informatique, ou domaine similaire (bac+3 ou bac+5). - compétences avancées en excel, sql, et outils de visualisation de données comme power bi ou tableau. - connaissance de python pour l’analyse de données est un plus. - forte capacité d’analyse et de synthèse des données complexes. - esprit curieux, rigoureux, et bonnes compétences en communication pour présenter les résultats de manière claire et concise;2025-03-24;Rekrute;Analyste Data;Informatique;3
;Warehouse Stock keeper | El Jadida (Maroc);;Assist the supervisor in the management of the delivery and receipt of main and auxiliary materials, finished products, hardware, labor protection, and analytical supplies. Develop monthly and weekly work plans based on department and team work plans,...;Bac;De 3 à 5 ans;Autre - Télétravail : Non;;familiarity with inventory management software and data entry.;2025-03-24;Rekrute;Gestionnaire Stock;Logistique;1
;Tech Lead – Cloud (H/ F) | Rabat (Maroc);;In this role you will: • Gateway between QA and CC team (Both CSP), keep the same approach for QA Azure and QA AWS on the tool, type of tests, name etc. • Review requirements, specifications, and technical design documentation in order to...;Bac +5 et plus;De 5 à 10 ans;CDI - Télétravail : Hybride;;good knowledge and hands-on experiences in the cloud, ideally for both provider aws and azure for infrastructure resources such as servers, storage, network, database, cloud security, paas, etc;2025-03-19;Rekrute;Tech Lead Cloud;Informatique;3
;Administrateur de Bases de Données - DBA | Rabat (Maroc);;Votre rôle s’articule autour de: Mise en place Cluster pour Datastax et autres outils de monitoring pour Apache. • Migration des environnements afin de suivre la roadmap Datastax en termes de Support / Sécurité. •...;Bac +5 et plus;De 3 à 5 ans - De 5 à 10 ans;CDI - Télétravail : Hybride;;compétences techniques : - os: • redhat / centos, ubuntu - sgbd: • cassandra: expertise • oracle 11g/12c/19c, dataguard, oem : confirmé • postgres : confirmé - sauvegarde / restauration / supervision : • commvault, rubrik, centreon - langages : • sql, nosql, shell scripting, ansible;2025-03-18;Rekrute;Administrateur Bases de Données;Informatique;2
;IOT DATA Engineer / Developper | Kénitra (Maroc);;Missions principales : Concevoir et implémenter des tableaux de bord avancés dans Grafana pour visualiser les données IoT. Développer des plugins Grafana personnalisés pour répondre à des besoins...;Bac +3;De 3 à 5 ans;CDI - Télétravail : Hybride;;;2025-03-18;Rekrute;Ingénieur IoT Data;Informatique;3
;Research Assistant - Capacitive Deionization (CDI) Systems | Rabat (Maroc);;Key Responsibilities: Collaborate with senior researchers to design, fabricate, and test innovative CDI prototypes. Develop and implement electrical and mechanical components of CDI systems, ensuring seamless integration and operational...;Bac +5 et plus;De 3 à 5 ans;CDD - Télétravail : Non;;familiarity with data analysis tools such as matlab, python, aspen, or comsol.;2025-03-18;Rekrute;Assistante de Recherche en Ingénierie;Recherche et Développement;4
;DATA Analyst | Benguerir (Maroc);;Responsibilities: Design, develop and implement secure, efficient and compliant data collection systems, ensuring data quality and integrity by identifying errors and cleaning data Develop records management and reporting processes and...;Bac +5 et plus;De 3 à 5 ans;CDI - Télétravail : Non;;engineer/master or equivalent with proven experience in data science, information management, statistics;2025-03-18;Rekrute;Analyste de données;Data;2
;Développeur Senior SQL Server Anglophone | Casablanca /Casanearshore (Maroc);;Key Responsibilities: Database Design & Development: Design, develop, and maintain complex SQL Server databases, including writing efficient queries, stored procedures, and functions. Performance Optimization: Analyze and optimize SQL queries, indexes,...;Bac +5 et plus;De 3 à 5 ans - De 5 à 10 ans;CDI - Télétravail : Hybride;;required skills and qualifications: experience: at least 5+ years of experience in sql server development, including advanced knowledge of t-sql, stored procedures, triggers, and views. sql server expertise: extensive experience with sql server versions (preferably 2016 and above), including database management, performance tuning, and replication. data modeling & design: proficiency in database design, normalization, indexing strategies, and data modeling techniques. performance tuning: deep understanding of sql server performance tuning techniques, including query optimization and indexing strategies. problem solving: strong analytical skills with the ability to troubleshoot complex database issues and provide effective solutions. version control: familiarity with version control tools (e.g., git, svn). english proficiency: fluency in english (both written and spoken) is required as the team communicates primarily in english. education: a master’s degree in computer science, information technology, or a related field (or equivalent experience).;2025-03-17;Rekrute;Développeur Senior BDD;Informatique;4
;Innovation Tech Lead / Architect | Technopolis (Maroc);;Responsibilities: As part of the innovation steering group, he/she oversees technical discussions, investigations, PoCs & decisions. Ensures technical feasibility, scalability & industrialisation of ideas. He or she brings the following: •...;Bac +4;De 5 à 10 ans;CDI - Télétravail : Hybride;;data processing;2025-03-17;Rekrute;Lead Architect;Informatique;4
;Business Analyste (H/F) | Rabat (Maroc);;En étant un Business Analyst Senior dans le secteur des télécommunications vous allez jouer un rôle crucial d'interface entre les équipes marketing et techniques au sein d'une équipe d'architectes...;Bac +5 et plus;De 3 à 5 ans - De 5 à 10 ans;CDI - Télétravail : Hybride;;-bpmn (business process model and notation)                 -uml (unified modeling language)                 -dml (data modeling language)                 -diagrammes de séquence                 -capacité à formaliser des exigences complexes                 -rédaction de documents d'architecture fonctionnelle;2025-03-17;Rekrute;Business Analyst;Consulting;3
;Research Assistant - Materials Science and Modeling for Lithium-Ion Battery Applications 1 1 | Benguerir (Maroc);;Key Responsibilities: Experimental Synthesis and Characterization: Synthesize materials for lithium-ion battery applications. Develop and implement experimental protocols in reactors (e.g., continuous stirred tank reactors, CSTRs) to optimize parameters like...;Bac +5 et plus;De 3 à 5 ans;CDD - Télétravail : Non;;develop and execute numerical simulations (e.g., cfd) to model hydrodynamics, mass transfer, and reaction kinetics in synthesis processes. integrate experimental data with simulation results to elucidate material formation mechanisms and optimize process conditions.;2025-03-14;Rekrute;Assistant de Recherche en Science des Matériaux;Recherche et Développement;3
;DATA Analyst | Rabat (Maroc);;"Les principales missions d’un Data Analyst sont : - Consolider et traiter des données provenant de sources diverses, en assurant leur qualité et cohérence ; - Transformer et assainir les données et appliquer des analyses...";Bac +3;Débutant - Moins de 1 an;CDI - Télétravail : Non;;"- titulaire d’un diplôme bac+3 ou idéalement un bac+5 en statistiques, big data, économétrie ou informatique décisionnelle ; - une première expérience professionnelle dans un poste similaire est souhaitable.";2025-03-14;Rekrute;Analyste de Données;Informatique et Analyse de Données;2
;DATA Scientist SIRH | Casablanca (Maroc);;En tant que Data Scientist responsable du SIRH, vous contribuerez activement à la transformation digitale de la direction Capital Humain, en mettant en place des solutions de data science pour améliorer et automatiser les processus...;Bac +5 et plus;Moins de 1 an;CDI - Télétravail : Hybride;;formation d'ingénieur en data science, statistique, ou intelligence artificielle, avec une forte appétence pour la digitalisation des processus.;2025-03-14;Rekrute;Data Scientist;Informatique;3
